PRODUCT_ID,PRODUCT_TYPE,YIELD_RATE,SHIFT,MACHINE_ID,OPERATOR_ID,MATERIAL_BATCH,TEMPERATURE,HUMIDITY,DOWNTIME,DEFECT_COUNT,MAINTENANCE_SCHEDULE,TRACK_OUT_DATE,MANUFACTURE_DATE,MODEL_NAME,YEAR_OF_MANUFACTURE,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,BODY_STYLE,Price(in Dollars),Mileage (km/l or mpg),SEATING_CAPACITY,COLOR_OPTIONS,SAFETY_FEATURES,Warranty Period(in Years),Horsepower (HP),Torque (Nm),Top Speed (km/h or mph),Acceleration (0-100 km/h or 0-60 mph),Dimensions (L x W x H),Weight (kg or lbs),Fuel Tank Capacity (liters)
764,Lucid Motors,0.92,Morning,3,1,Batch_33,20.88,47.49,7.81,5,21:37.5,2024-10-06,2024-10-04,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
765,Lucid Motors,0.82,Afternoon,11,21,Batch_25,29.73,58.62,0.77,9,21:37.5,2024-09-04,2024-03-21,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
766,Vauxhall,0.84,Afternoon,8,13,Batch_31,28.17,35.50,4.70,3,21:37.5,2024-01-29,2024-04-02,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
767,Tesla,0.86,Afternoon,2,23,Batch_30,23.49,56.07,8.99,2,21:37.5,2024-10-19,2024-06-13,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
768,Citroen,0.96,Morning,6,23,Batch_19,28.46,60.90,5.07,2,21:37.5,2023-12-24,2024-10-17,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
769,Lexus,0.93,Afternoon,19,26,Batch_42,25.53,31.12,4.26,5,21:37.5,2024-07-28,2023-12-25,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
770,Kia,0.91,Morning,7,41,Batch_35,22.33,59.06,2.44,0,21:37.5,2024-10-05,2024-05-18,Model_37,2008,V8,Diesel,Automatic,Coupe,40572,21.92,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,473,572,286,6.56,4236 x 1805 x 1513 mm,1066,69
771,Tesla,0.81,Morning,19,1,Batch_48,25.16,37.81,3.22,9,21:37.5,2024-08-09,2024-07-21,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
772,Suzuki,0.92,Morning,19,50,Batch_95,19.75,53.37,2.18,2,21:37.5,2024-02-18,2024-01-29,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
773,Lincoln,0.90,Afternoon,1,33,Batch_7,24.46,39.47,1.74,1,21:37.5,2024-02-06,2024-10-29,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
774,Saab,0.94,Afternoon,20,11,Batch_78,17.72,39.43,8.77,10,21:37.5,2024-04-30,2024-04-28,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
775,Jeep,0.95,Morning,6,8,Batch_20,20.27,37.58,8.72,4,21:37.5,2024-07-21,2024-04-15,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
776,Seat,0.82,Afternoon,10,15,Batch_61,24.37,42.04,4.72,10,21:37.5,2024-04-26,2024-02-06,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
777,Ram Trucks,0.97,Morning,13,33,Batch_20,20.22,41.97,0.91,7,21:37.5,2024-02-11,2023-12-18,Model_69,2018,Electric,Electric,Manual,Coupe,51389,12.10,5,"Red, Blue, Black","Airbags, ABS, EBD",6,469,596,346,4.03,4091 x 1782 x 1511 mm,1338,
778,Chrysler,0.85,Afternoon,15,31,Batch_48,26.06,59.03,2.09,1,21:37.5,2024-11-13,2024-01-18,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
779,Aston Martin,0.98,Morning,10,37,Batch_13,16.49,31.11,8.95,4,21:37.5,2024-05-02,2024-03-10,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
780,Jaguar,0.95,Morning,8,25,Batch_15,15.42,53.07,0.84,7,21:37.5,2023-12-06,2024-09-04,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
781,Buick,0.98,Night,19,11,Batch_58,29.04,37.72,5.60,4,21:37.5,2024-09-18,2023-12-12,Model_5,2009,Electric,Electric,Manual,Sedan,38608,28.33,5,"Green, Yellow, Orange","Traction Control, Lane Assist",3,150,444,348,4.69,4363 x 1922 x 1456 mm,2354,
782,Isuzu,0.87,Morning,5,31,Batch_37,24.69,52.11,4.59,3,21:37.5,2024-06-19,2024-07-31,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
783,Fiat,0.94,Afternoon,1,14,Batch_78,29.96,60.12,3.88,0,21:37.5,2024-07-31,2023-12-10,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
784,Lucid Motors,0.83,Afternoon,5,6,Batch_56,21.23,57.52,3.64,0,21:37.5,2024-11-08,2024-01-20,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
785,Saab,0.89,Night,3,21,Batch_23,16.55,32.78,5.50,3,21:37.5,2024-08-29,2024-10-21,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
786,GMC,0.91,Afternoon,16,42,Batch_18,20.16,63.43,1.52,3,21:37.5,2024-03-21,2024-09-06,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
787,Volvo,0.87,Afternoon,1,9,Batch_92,20.10,46.21,1.32,5,21:37.5,2024-03-11,2024-10-08,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
788,Kia,0.82,Morning,1,11,Batch_89,28.25,32.37,4.72,9,21:37.5,2024-04-11,2024-06-12,Model_37,2008,V8,Diesel,Automatic,Coupe,40572,21.92,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,473,572,286,6.56,4236 x 1805 x 1513 mm,1066,69
789,Opel,0.81,Night,6,28,Batch_29,18.27,69.42,8.56,8,21:37.5,2023-12-22,2024-06-05,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
790,Seat,0.98,Morning,19,29,Batch_65,20.96,39.38,4.53,2,21:37.5,2024-08-15,2024-11-18,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
791,Fiat,0.93,Afternoon,17,17,Batch_27,16.57,68.69,5.71,8,21:37.5,2024-02-16,2024-05-30,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
792,Chrysler,0.84,Afternoon,17,46,Batch_23,16.83,46.02,1.22,5,21:37.5,2024-02-21,2024-02-24,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
793,Land Rover,0.89,Night,10,24,Batch_36,19.95,60.80,9.13,0,21:37.5,2024-07-20,2024-08-28,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
794,Bentley,0.98,Morning,15,27,Batch_4,29.91,30.60,6.08,8,21:37.5,2024-09-19,2023-12-13,Model_38,2009,V8,Petrol,Manual,Coupe,35197,11.33,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,254,455,268,6.16,4490 x 1722 x 1475 mm,1091,50
795,Volvo,0.93,Morning,16,25,Batch_28,19.42,41.23,0.47,4,21:37.5,2024-04-30,2024-01-22,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
796,Citroen,0.93,Afternoon,9,37,Batch_24,29.75,48.47,5.77,4,21:37.5,2024-08-05,2024-04-26,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
797,Hummer,0.87,Night,6,34,Batch_44,28.06,42.65,7.81,7,21:37.5,2024-03-12,2024-02-14,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
798,Chrysler,0.90,Morning,3,43,Batch_56,19.12,63.56,9.10,1,21:37.5,2024-02-19,2024-02-28,Model_75,2019,Hybrid,Diesel,Automatic,Coupe,25723,28.85,5,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",3,525,762,283,8.31,4523 x 1711 x 1563 mm,1779,68
799,Saab,0.86,Afternoon,3,15,Batch_43,25.50,63.58,8.09,10,21:37.5,2024-07-16,2024-11-02,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
800,Smart,0.82,Night,1,40,Batch_92,19.18,53.32,3.21,4,21:37.5,2024-09-01,2024-10-23,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
801,Saturn,0.85,Morning,4,39,Batch_99,28.38,34.55,6.40,7,21:37.5,2024-04-25,2024-02-23,Model_26,2004,Hybrid,Diesel,Manual,Hatchback,86853,23.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,210,396,317,4.27,4544 x 1763 x 1450 mm,2090,73
802,Volkswagen,0.83,Night,19,18,Batch_9,23.09,30.55,7.60,4,21:37.5,2024-07-04,2024-05-21,Model_19,2020,Hybrid,Petrol,Automatic,SUV,47791,14.35,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,312,526,211,9.48,4650 x 1808 x 1523 mm,2296,42
803,Alfa Romeo,0.85,Night,12,8,Batch_80,29.59,37.31,2.67,3,21:37.5,2024-04-18,2024-10-11,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
804,Renault,0.86,Afternoon,5,8,Batch_34,17.52,68.37,7.11,7,21:37.5,2023-12-23,2024-01-26,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
805,Mercedes-Benz,0.84,Morning,12,10,Batch_5,21.80,66.66,8.47,7,21:37.5,2024-07-20,2024-06-17,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
806,Fiat,0.81,Afternoon,7,48,Batch_56,21.22,33.06,8.64,10,21:37.5,2024-06-04,2024-09-03,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
807,Honda,0.84,Afternoon,6,13,Batch_7,15.75,36.98,9.89,8,21:37.5,2024-05-26,2024-05-30,Model_11,2011,V8,Petrol,Manual,Hatchback,52649,13.07,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,670,836,159,6.11,4210 x 1933 x 1543 mm,1261,40
808,Citroen,0.82,Night,16,25,Batch_73,23.75,51.07,1.07,0,21:37.5,2024-03-09,2024-09-26,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
809,Lucid Motors,0.90,Afternoon,17,39,Batch_87,19.77,41.94,3.42,9,21:37.5,2024-05-01,2024-10-06,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
810,Volvo,0.95,Night,7,17,Batch_43,22.97,67.09,6.66,2,21:37.5,2024-11-07,2024-07-12,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
811,Lincoln,0.84,Night,2,37,Batch_44,21.79,57.68,1.94,5,21:37.5,2024-06-09,2024-10-05,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
812,Mercedes-Benz,0.84,Afternoon,6,11,Batch_10,17.70,36.46,8.23,6,21:37.5,2024-09-30,2024-09-13,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
813,Smart,0.90,Night,11,45,Batch_25,23.67,43.73,9.39,5,21:37.5,2024-08-10,2024-02-14,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
814,Acura,0.86,Morning,15,17,Batch_39,21.11,44.97,7.86,0,21:37.5,2024-04-30,2024-08-13,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
815,Cadillac,0.92,Night,6,33,Batch_54,28.13,37.44,6.89,3,21:37.5,2024-08-08,2023-12-13,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
816,Mini,0.89,Morning,15,3,Batch_44,20.13,51.01,3.93,3,21:37.5,2024-01-05,2024-06-14,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
817,Jaguar,0.99,Afternoon,5,20,Batch_12,17.09,49.71,6.01,5,21:37.5,2024-07-06,2024-05-30,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
818,Jaguar,0.83,Afternoon,20,27,Batch_93,25.12,50.44,2.46,3,21:37.5,2024-07-28,2024-10-28,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
819,Alfa Romeo,0.89,Night,12,16,Batch_65,18.13,62.41,0.50,9,21:37.5,2024-02-07,2024-04-09,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
820,Suzuki,0.81,Morning,5,34,Batch_72,16.80,44.28,7.58,6,21:37.5,2024-05-12,2023-12-19,Model_22,2007,V6,Diesel,Manual,Coupe,55884,29.85,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,579,779,278,9.29,4168 x 1761 x 1556 mm,2087,51
821,Chevrolet,0.92,Afternoon,12,6,Batch_86,18.44,57.68,4.77,10,21:37.5,2024-03-09,2023-12-12,Model_2,2020,V6,Diesel,Manual,SUV,36249,15.82,5,"White, Silver, Grey","Airbags, ABS, EBD",3,523,488,159,4.56,4435 x 1861 x 1499 mm,1818,51
822,Alfa Romeo,0.83,Morning,3,19,Batch_90,28.04,36.97,3.83,3,21:37.5,2024-04-16,2024-09-20,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
823,Peugeot,0.99,Night,20,40,Batch_31,16.51,56.52,3.16,7,21:37.5,2024-04-19,2024-08-22,Model_80,2017,V8,Diesel,Manual,Hatchback,72485,22.21,6,"Red, Blue, Black","Airbags, ABS, EBD",5,696,511,332,6.10,4541 x 1840 x 1486 mm,2408,70
824,Infiniti,0.85,Night,4,15,Batch_13,15.58,44.77,5.02,0,21:37.5,2024-10-06,2024-08-04,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
825,BMW,0.94,Afternoon,8,29,Batch_74,16.27,51.24,4.74,4,21:37.5,2024-01-31,2024-05-11,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
826,Bentley,0.99,Morning,15,7,Batch_65,27.01,67.60,3.23,3,21:37.5,2024-07-16,2024-10-18,Model_38,2009,V8,Petrol,Manual,Coupe,35197,11.33,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,254,455,268,6.16,4490 x 1722 x 1475 mm,1091,50
827,Mini,0.99,Morning,16,14,Batch_13,29.54,67.92,5.26,4,21:37.5,2023-11-29,2024-01-17,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
828,Chevrolet,0.81,Morning,13,3,Batch_34,22.87,58.25,2.40,9,21:37.5,2024-04-29,2024-06-26,Model_2,2020,V6,Diesel,Manual,SUV,36249,15.82,5,"White, Silver, Grey","Airbags, ABS, EBD",3,523,488,159,4.56,4435 x 1861 x 1499 mm,1818,51
829,Smart,0.91,Morning,15,35,Batch_48,20.08,66.64,2.21,5,21:37.5,2024-05-18,2024-07-17,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
830,Smart,0.83,Morning,10,7,Batch_14,20.43,45.85,5.92,1,21:37.5,2024-04-14,2024-06-01,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
831,BMW,0.86,Morning,6,16,Batch_39,22.37,57.07,6.10,2,21:37.5,2024-07-23,2024-04-18,Model_78,2011,V6,Petrol,Manual,Sedan,59934,21.49,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,328,268,204,4.49,4295 x 1862 x 1492 mm,1010,54
832,Vauxhall,0.92,Afternoon,13,38,Batch_20,27.79,53.85,5.90,1,21:37.5,2024-01-02,2024-07-02,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
833,Citroen,0.98,Afternoon,19,48,Batch_53,23.28,53.19,5.66,5,21:37.5,2024-05-07,2024-02-22,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
834,Vauxhall,0.94,Afternoon,20,16,Batch_5,16.47,47.11,6.31,7,21:37.5,2024-11-08,2024-01-25,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
835,Citroen,0.87,Night,19,50,Batch_9,26.01,47.74,4.32,0,21:37.5,2024-10-18,2024-07-08,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
836,Land Rover,0.86,Afternoon,9,44,Batch_87,26.89,39.94,9.39,3,21:37.5,2024-11-08,2024-02-20,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
837,Genesis,0.88,Afternoon,9,30,Batch_70,25.30,45.04,2.64,0,21:37.5,2023-12-04,2024-05-28,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
838,Daihatsu,0.80,Afternoon,11,42,Batch_41,27.81,38.93,5.69,2,21:37.5,2024-03-22,2024-05-08,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
839,Opel,0.96,Morning,4,28,Batch_47,19.33,65.51,6.45,4,21:37.5,2024-03-09,2024-03-03,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
840,Ford,0.94,Morning,10,9,Batch_35,21.27,58.05,5.68,8,21:37.5,2024-01-01,2024-07-18,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
841,Daihatsu,0.82,Night,20,34,Batch_22,17.40,45.91,5.39,4,21:37.5,2024-06-07,2024-10-17,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
842,Ferrari,0.80,Morning,20,38,Batch_76,25.65,57.02,8.62,10,21:37.5,2024-09-12,2023-12-20,Model_10,2017,V6,Diesel,Automatic,Hatchback,86081,28.63,7,"Red, Blue, Black","Airbags, ABS, EBD",5,659,313,330,2.80,4917 x 1955 x 1576 mm,2228,47
843,Polestar,0.92,Night,9,49,Batch_36,22.58,40.94,7.64,6,21:37.5,2024-04-04,2024-09-07,Model_83,2016,Hybrid,Hybrid,Automatic,Hatchback,94144,19.15,6,"White, Silver, Grey","Traction Control, Lane Assist",5,509,900,347,7.59,4529 x 1726 x 1578 mm,1830,66
844,Porsche,0.99,Afternoon,4,38,Batch_68,22.75,61.61,3.85,10,21:37.5,2024-09-10,2023-12-04,Model_41,2000,V6,Diesel,Automatic,Hatchback,80941,22.97,7,"White, Silver, Grey","Traction Control, Lane Assist",6,629,781,283,7.42,4192 x 1895 x 1499 mm,2143,79
845,Mercedes-Benz,0.92,Morning,11,27,Batch_34,24.97,54.62,3.25,1,21:37.5,2024-03-05,2024-11-10,Model_76,2000,V6,Diesel,Automatic,SUV,88004,12.19,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,653,544,303,8.79,4852 x 1924 x 1458 mm,2163,43
846,Aston Martin,0.83,Afternoon,3,3,Batch_47,23.95,60.24,3.58,10,21:37.5,2024-09-25,2024-08-25,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
847,Vauxhall,0.90,Morning,11,16,Batch_82,17.06,47.48,6.23,10,21:37.5,2023-11-29,2024-03-25,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
848,Skoda,0.88,Morning,7,30,Batch_71,19.38,64.90,6.06,0,21:37.5,2024-09-21,2024-09-22,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
849,GMC,0.90,Night,8,32,Batch_24,24.66,54.33,7.88,2,21:37.5,2024-08-21,2024-07-22,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
850,Smart,1.00,Afternoon,10,2,Batch_66,20.68,60.24,8.91,6,21:37.5,2024-07-23,2024-02-21,Model_73,2013,Electric,Electric,Manual,Sedan,39143,18.04,2,"Green, Yellow, Orange","Airbags, ABS, EBD",4,173,635,255,5.50,4625 x 1836 x 1489 mm,1642,
